Name,Year,Duration,Genre,Rating,Votes,Director,Actor 1,Actor 2,Actor 3,Normalised Votes
Jackpot,2013,132,"Comedy, Thriller",2.0,721,Kaizad Gustad,Naseeruddin Shah,Sunny Leone,Sachiin Joshi,1.2693661971830985
Jacqueline I Am Coming,2019,112,Drama,8.1,17,Banty Dubey,Raghuvir Yadav,Kiran D Patil,Shakti Kumar,0.05519480519480519
Jadu Tona,1977,112,"Horror, Romance",6.1,46,Ravikant Nagaich,Ashok Kumar,Feroz Khan,Reena Roy,0.7419354838709677
Jaganmohini,1978,163,Fantasy,6.6,31,B. Vittalacharya,Jayamalini,Narasimha Raju,Prabha,0.62
Jagga Jasoos,2017,161,"Action, Adventure, Comedy",6.5,9428,Anurag Basu,Ranbir Kapoor,Katrina Kaif,Saswata Chatterjee,68.81751824817518
Jagir,1984,135,"Action, Adventure, Drama",6.4,156,Pramod Chakravorty,Dharmendra,Zeenat Aman,Mithun Chakraborty,3.5454545454545454
Jagira,2001,139,"Action, Crime, Drama",5.1,17,Kanti Shah,Ishrat Ali,Hemant Birje,Pinky Chinoy,0.05362776025236593
Jagriti,1955,138,"Comedy, Drama, Family",6.8,140,Satyen Bose,Abhi Bhattacharya,Pranoti Ghosh,Bipin Gupta,5.833333333333333
Jahan Jaaeyega Hamen Paaeyega,2007,137,"Action, Comedy, Crime",3.9,42,Janmendra Ahuja,Govinda,Divyaa Dwivedi,Razak Khan,0.07130730050933787
Jahan Pyar Miley,1969,138,"Drama, Family",6.4,27,Lekh Tandon,Shashi Kapoor,Hema Malini,Nadira,0.6428571428571429
Jahan Tum Le Chalo,1999,173,Romance,6.1,23,Desh Deepak,Rana Jung Bahadur,Shail Chaturvedi,Sonali Kulkarni,0.056580565805658053
Jai Chhathi Maa,2019,141,Family,7.8,8,Murari Sinha,Preeti Jhangiani,Ravi Kishan,Gurleen Chopra,0.025974025974025976
Jai Gangaajal,2016,149,"Crime, Drama",5.6,2455,Prakash Jha,Priyanka Chopra Jonas,Prakash Jha,Manav Kaul,6.091811414392059
Jai Ho,2014,135,"Action, Drama",5.1,18411,Sohail Khan,Salman Khan,Daisy Shah,Tabu,48.965425531914896
Jai Ho! Democracy,2015,85,"Comedy, War",5.2,55,Bikramjeet Bhullar,Ranjit Kapoor,Azb Dahal,Dolly Ahluwalia,0.2722772277227723
Jai Jagannath,2007,127,"Drama, Fantasy, History",7.9,37,Sabyasachi Mohapatra,Sritam Das,Brendra N. Gochhikar,Sehenawaj Khan,0.06281833616298811
Jai Jawaan Jai Kisaan,2015,100,"Biography, Drama, History",5.2,28,Milann Ajmera,Rati Agnihotri,Kanchan Awasthi,Rishi Bhutani,0.13861386138613863
Jai Kishen,1994,129,"Action, Drama",5.1,623,Sunil Agnihotri,Akshay Kumar,Ayesha Jhulka,Chandni,2.6012526096033404
Jai Mahakali,1951,162,Fantasy,7.2,5,Dhirubhai Desai,Nirupa Roy,Shahu Modak,Ulhas,0.2777777777777778
Jai Mummy Di,2020,103,"Comedy, Drama, Romance",3.6,827,Navjot Gulati,Poonam Dhillon,Supriya Pathak,Sunny Singh Nijjar,1.3210862619808306
Jai Santoshi Maa,1975,145,"Drama, Fantasy",6.2,118,Vijay Sharma,Bharat Bhushan,Ashish Kumar,Kanan Kaushal,2.107142857142857
Jai Shiv Shankar,1990,90,Drama,5.3,19,S.A. Chandrashekhar,Rajesh Khanna,Jeetendra,Dimple Kapadia,0.23170731707317074
Jai Veeru: Friends Forever,2009,160,"Action, Adventure, Crime",3.6,271,Puneet Sira,Fardeen Khan,Kunal Khemu,Dia Mirza,0.7612359550561798
Jai Vikraanta,1995,195,Action,5.0,87,Sultan Ahmed,Sanjay Dutt,Zeba Bakhtiar,Amrish Puri,0.3918918918918919
Jail,2009,131,Drama,6.2,1242,Madhur Bhandarkar,Manoj Bajpayee,Atul Kulkarni,Neil Nitin Mukesh,3.4887640449438204
Jaise Ko Taisa,1973,134,"Drama, Family",5.3,35,Murugan Kumaran,Jeetendra,Reena Roy,Srividya,0.43478260869565216
Jaisi Karni Waisi Bharni,1989,168,"Comedy, Drama",5.6,223,Vimal Kumar,Govinda,Kimi Katkar,Kader Khan,3.6557377049180326
Jai-Vijay,1977,152,"Action, Adventure, Drama",5.2,16,L.V. Prasad,Jeetendra,Reena Roy,Prem Krishan,0.25806451612903225
Jajantaram Mamantaram,2003,122,"Action, Adventure, Comedy",5.8,864,Soumitra Ranade,Javed Jaffrey,Gulshan Grover,Joy Fernandes,2.430379746835443
Jal,2013,126,Drama,6.7,454,Girish Malik,Purab Kohli,Tannishtha Chatterjee,Kirti Kulhari,0.7992957746478874
Jal Mahal,1980,130,Fantasy,5.7,15,Raghunath Jhalani,Jeetendra,Rekha,Deven Verma,0.3409090909090909
Jalebi,2018,112,"Drama, Romance",6.0,2479,Pushpdeep Bhardwaj,Rhea Chakraborty,Varun Mitra,Digangana Suryavanshi,9.589941972920697
Jallaad,1995,144,"Action, Drama",5.7,162,T.L.V. Prasad,Mithun Chakraborty,Madhoo,Rambha,0.7297297297297297
Jallian Wala Bagh,1977,185,History,7.0,33,Balraj Tah,Shabana Azmi,Gulzar,Vinod Khanna,0.532258064516129
Jalpari: The Desert Mermaid,2012,94,"Drama, Family, Mystery",7.1,375,Nila Madhab Panda,Nilamadhab Panda,Lehar Khan,Krishang Trivedi,0.9765625
Jalwa,1987,134,"Action, Thriller",6.6,149,Pankaj Parashar,Naseeruddin Shah,Archana Puran Singh,Tejeshwar Singh,2.9215686274509802
Jamun,2021,92,"Drama, Family",7.5,409,Gaurav Mehra,Raghuvir Yadav,Shweta Basu Prasad,Sunny Hinduja,1.0
Jan Pahchan,1950,114,"Drama, Romance",7.1,61,Fali Mistry,Nargis,Raj Kapoor,Jeevan,2.033333333333333
Janam Kundli,1995,157,"Action, Drama",4.0,27,Tariq Shah,Jeetendra,Vinod Khanna,Reena Roy,0.12162162162162163
Janam Se Pehle,1994,150,"Crime, Thriller",4.0,14,B.R. Ishara,Raj Babbar,Farha Naaz,Sumeet Saigal,0.05845511482254697
Janani,2006,124,"Drama, Romance",4.4,28,Chander H. Bahl,Bhagyashree,Ayesha Jhulka,Sonica Handa,0.05308056872037915
Janasheen,2003,162,"Musical, Action, Drama",2.9,358,Feroz Khan,Feroz Khan,Fardeen Khan,Celina Jaitly,1.0070323488045008
Janbaaz,1986,175,"Action, Drama",6.2,662,Feroz Khan,Feroz Khan,Anil Kapoor,Dimple Kapadia,12.036363636363637
Jangal Mein Mangal,1972,140,"Adventure, Romance",6.7,64,Rajendra Bhatia,Kiran Kumar,Reena Roy,Sonia Sahni,1.9393939393939394
Jango,2016,110,Mystery,2.7,11,Adam Avil,Mukesh Asopa,Jannat Ansari,Adam Avil,0.02729528535980149
Janleva 555,2012,140,"Musical, Romance, Thriller",4.2,20,Sundeep Malani,Shona Chabra,Raja Hasan,Akash Hora,0.052083333333333336
Janmabhoomi,1936,139,Drama,5.9,9,Franz Osten,Devika Rani,Ashok Kumar,Pramila,0.5294117647058824
Jannat 2,2012,150,"Crime, Drama, Thriller",6.2,5333,Kunal Deshmukh,Emraan Hashmi,Randeep Hooda,Esha Gupta,13.888020833333334
Jannat E Milan,2018,135,Musical,2.8,8,Shekhar Ujjaninwal,Rishabh Vaidya,Shakshi Diwedi,Ajay Azad Singh,0.030947775628626693
Jannat: In Search of Heaven...,2008,140,"Crime, Drama, Romance",6.9,6080,Kunal Deshmukh,Emraan Hashmi,Sonal Chauhan,Armen Grayg,9.310872894333844
Janta Hawaldar,1979,126,"Comedy, Crime, Drama",6.5,44,Mehmood,Rajesh Khanna,Ashok Kumar,Yogeeta Bali,0.8627450980392157
Janwar,1965,247,"Musical, Romance",7.0,168,Bhappi Sonie,Shammi Kapoor,Rajshree,Rehman,3.9529411764705884
Jappanil Kalyanaraman,1985,138,"Action, Comedy, Romance",6.0,121,S.P. Muthuraman,Kamal Haasan,Radha,Sathyaraj,2.240740740740741
Jashnn: The Music Within,2009,125,"Drama, Musical, Romance",3.9,250,Hasnain Hyderabadwala,Raksha Mistry,Adhyayan Suman,Shahana Goswami,0.702247191011236
Jattu Engineer,2017,139,Comedy,5.8,3336,Honeypreet Insan,Gurmeet Ram Rahim Singh,Muntazir Ahmad,Amardeep Insan,24.35036496350365
Jawaani,1984,160,"Romance, Action, Drama",5.6,19,Ramesh Behl,Karan Shah,Neelam Kothari,Moushumi Chatterjee,0.4318181818181818
Jawaani Jaaneman,2020,119,"Comedy, Drama",6.6,6371,Nitin Kakkar,Saif Ali Khan,Alaya F,Tabu,10.177316293929712
Jawab,1970,134,"Action, Drama, Romance",5.2,20,Ramanna,Ashok Kumar,Meena Kumari,Jeetendra,0.38461538461538464
Jawab,1942,157,Drama,7.6,8,P.C. Barua,Ratin Banerjee,P.C. Barua,Ahindra Choudhury,0.6153846153846154
Jawab Ayega,1968,82,Family,6.0,5,Ismat Chughtai,Shaheed Latif,Yogesh Bali,Meena Rai,0.11235955056179775
Jawab Hum Denge,1987,135,Action,5.6,37,Vijay Reddy,Jackie Shroff,Sridevi,Shatrughan Sinha,0.7254901960784313
Jawani Diwani: A Youthful Joyride,2006,111,"Comedy, Drama, Romance",2.9,464,Manish Sharma,Emraan Hashmi,Celina Jaitly,Hrishitaa Bhatt,0.8796208530805687
Jawani Ke Gunah,1989,120,Drama,4.6,8,S.R. Pratap,Rakesh Bedi,Sahila Chaddha,Tina Ghai,0.13114754098360656
Jawani Ki Hawa,1959,143,Drama,5.0,7,M. Sadiq,Pradeep Kumar,Vyjayanthimala,Purnima,0.21875
Jawani Zindabad,1990,163,"Drama, Romance",5.6,652,Arun Bhatt,Aamir Khan,Farha Naaz,Javed Jaffrey,7.951219512195122
Jayantabhai Ki Luv Story,2013,130,"Action, Comedy, Romance",5.3,1270,Vinnil Markan,Vivek Oberoi,Neha Sharma,Rahul Singh,2.2359154929577465
Jazbaa,2015,119,"Action, Crime, Drama",5.8,3375,Sanjay Gupta,Aishwarya Rai Bachchan,Irrfan Khan,Shabana Azmi,16.707920792079207
Jazbaat,1980,124,Drama,4.2,26,Suraj Prakash,Raj Babbar,Zarina Wahab,Shashi Puri,0.5909090909090909
Jeena Hai Toh Thok Daal,2012,123,"Action, Crime, Drama",5.5,31,Manish Vatssalya,Ravi Kishan,Manish Vatssalya,Yashpal Sharma,0.08072916666666667
Jeena Isi Ka Naam Hai,2017,173,Drama,5.4,99,Keshhav Panneriy,Arbaaz Khan,Himansh Kohli,Ashutosh Rana,0.7226277372262774
Jeena Marna Tere Sang,1992,150,"Action, Romance",4.8,70,Vijay Reddy,Sanjay Dutt,Raveena Tandon,Javed Jaffrey,0.6334841628959276
Jeena Sirf Merre Liye,2002,137,"Comedy, Romance",4.4,728,Talat Jani,Kareena Kapoor,Tusshar Kapoor,Mallika Sherawat,1.6377952755905512
Jeena Teri Gali Mein,1991,144,Romance,4.8,17,Tinnu Anand,Kavita Kapoor,Amita Nangia,Kunickaa Sadanand,0.24113475177304963
Jeena Yahan,1979,93,Drama,6.7,18,Basu Chatterjee,Shekhar Kapur,Shabana Azmi,Dina Pathak,0.35294117647058826
Jeene Do,1990,125,"Action, Drama",4.6,47,Rajesh Seth,Rajesh Sethi,Sanjay Dutt,Jackie Shroff,0.573170731707317
Jeene Ki Arzoo,1981,132,Drama,5.9,22,Rajashekhar,Mithun Chakraborty,Rati Agnihotri,Chandrashekhar,0.39285714285714285
Jeene Ki Raah,1969,152,"Drama, Romance",6.9,82,L.V. Prasad,Jeetendra,Tanuja,Anjali Kadam,1.9523809523809523
Jeene Nahi Doonga,1984,133,Action,5.9,55,Rajkumar Kohli,Dharmendra,Shatrughan Sinha,Raj Babbar,1.25
Jeet,1996,180,"Action, Romance",5.7,2169,Raj Kanwar,Sunny Deol,Karisma Kapoor,Salman Khan,10.791044776119403
Jeet Hamaari,1983,149,Action,4.8,22,R. Thyagaraajan,Rakesh Roshan,Rajinikanth,Ranjeeta Kaur,0.3548387096774194
Jeeva,1986,123,"Action, Drama, Music",4.1,55,Raj N. Sippy,Sanjay Dutt,Mandakini,Amjad Khan,1.0
Jeevan Daata,1991,120,Action,3.8,9,Swaroop Kumar,Chunky Panday,Aditya Pancholi,Kimi Katkar,0.1276595744680851
Jeevan Dhaara,1982,137,"Family, Drama",6.6,70,Rama Rao Tatineni,Rekha,Amol Palekar,Raj Babbar,1.0
Jeevan Ek Sanghursh,1990,159,"Drama, Family",4.9,168,Rahul Rawail,Rakhee Gulzar,Anil Kapoor,Madhuri Dixit,2.048780487804878
Jeevan Jyoti,1976,136,"Drama, Family",6.3,11,Murugan Kumaran,Vijay Arora,Bindiya Goswami,Rakesh Pandey,0.22916666666666666
Jeevan Mrityu,1970,140,"Drama, Romance, Thriller",7.1,216,Satyen Bose,Dharmendra,Rakhee Gulzar,Ajit,4.153846153846154
Jeevan Naya,1936,140,Drama,7.3,6,Franz Osten,Devika Rani,Ashok Kumar,Kamta Prasad,0.35294117647058826
Jeevan Yudh,1997,136,"Action, Drama, Family",5.1,32,Partho Ghosh,Mithun Chakraborty,Atul Agnihotri,Mamta Kulkarni,0.14883720930232558
Jewel Thief,1967,186,"Crime, Drama, Musical",8.0,1771,Vijay Anand,Ashok Kumar,Dev Anand,Vyjayanthimala,35.42
Jhakaas!,2018,56,"Comedy, Drama",6.1,11,Anirudh Baboo,Mukund Krishna Kumar Nair,Sangeeth Shobhan,Saraswat Mandarapu,0.0425531914893617
Jhalki,2019,104,Drama,7.2,672,Brahmanand S. Singh,Tanvi Jain,Boman Irani,Tannishtha Chatterjee,2.1818181818181817
Jhanak Jhanak Payal Baaje,1955,143,"Drama, Musical, Romance",6.5,105,Shantaram Rajaram Vankudre,Gopi Krishna,Sandhya,Keshavrao Date,4.375
Jhankaar Beats,2003,143,"Comedy, Music, Romance",7.2,1976,Sujoy Ghosh,Sanjay Suri,Rahul Bose,Juhi Chawla,5.558368495077356
Jhansi Ki Rani,1953,97,"Biography, Drama, History",6.9,89,Sohrab Modi,Mehtab,Sohrab Modi,Mubarak,2.4383561643835616
Jhansi Ki Rani Laxmibai,2012,140,History,7.1,15,Rajesh Mittal,Tom Alter,Sadashiv Amrapurkar,Arav Chowdharry,0.0390625
Jheel Ke Us Paar,1973,142,"Drama, Romance",7.2,88,Bhappi Sonie,Dharmendra,Mumtaz,Prem Chopra,1.093167701863354
Jhol,2019,112,"Comedy, Drama",8.2,42,Shakti,Alisha Farrer,Chetan Hansraj,Manisha Kelkar,0.13636363636363635
Jhoola,1941,177,Drama,6.3,13,Gyan Mukherjee,Leela Chitnis,Ashok Kumar,Shah Nawaz,1.0
Jhoola,1962,147,"Drama, Family",5.9,11,K. Shankar,Sunil Dutt,Vyjayanthimala,Pran,0.22916666666666666
Jhoom Barabar Jhoom,2007,138,"Comedy, Drama, Musical",3.7,3043,Shaad Ali,Abhishek Bachchan,Preity Zinta,Bobby Deol,5.166383701188455
Jhooth Bole Kauwa Kaate,1998,148,"Comedy, Romance",5.7,771,Hrishikesh Mukherjee,Anil Kapoor,Juhi Chawla,Amrish Puri,2.8450184501845017
Jhootha Hi Sahi,2010,142,"Comedy, Drama, Romance",6.1,1870,Abbas Tyrewala,John Abraham,Paakhi A. Tyrewala,Raghu Ram,3.280701754385965
Jhootha Kahin Ka,2019,133,Comedy,4.7,330,Smeep Kang,Rishi Kapoor,Jimmy Sheirgill,Sunny Singh Nijjar,1.0714285714285714
Jhoothi,1985,136,Comedy,6.6,129,Hrishikesh Mukherjee,Rekha,Raj Babbar,Amol Palekar,2.388888888888889
Jhoothi Shaan,1991,139,"Action, Drama",4.6,20,Ranjan Bose,Shabana Azmi,Mithun Chakraborty,Poonam Dhillon,0.28368794326241137
Jhumroo,1961,171,"Comedy, Drama, Musical",7.0,539,Shankar Mukherjee,Kishore Kumar,Madhubala,Chanchal,12.833333333333334
Ji Chahta Hai,1964,99,"Drama, Family",5.9,15,Bibhuti Mitra,Joy Mukherjee,Rajshree,Jeevan,0.37037037037037035
Jia aur Jia,2017,93,Drama,4.4,167,Howard Rosemeyer,Richa Chadha,Kalki Koechlin,Arslan Goni,1.218978102189781
Jiban Maran,1938,144,"Drama, Romance",5.2,6,Nitin Bose,K.L. Saigal,Leela Desai,Devbala,0.6
Jigariyaa,2014,142,Drama,4.9,301,Raj Purohit,Harshvardhan Deo,Cherry Mardia,Deepak Chaddha,0.800531914893617
Jigarwala,1991,132,"Action, Drama",2.5,34,Swaroop Kumar,Anil Kapoor,Tina Ambani,Urmila Bhatt,0.48226950354609927
Jigri Dost,1969,154,Drama,6.4,32,Ravikant Nagaich,Jeetendra,Mumtaz,K.N. Singh,0.7619047619047619
Jigyaasa,2006,147,Drama,3.4,263,Faisal Saif,Nassar Abdulla,Rakesh Bedi,Hrishitaa Bhatt,0.4985781990521327
Jihad,2017,144,Drama,8.6,47,Rakesh Parmaar,Farhad Ahmed Dehlvi,Alfeeya Donna,Ahmer Haider,0.34306569343065696
Jis Desh Mein Ganga Rehta Hain,2000,141,"Comedy, Crime, Drama",4.9,1187,Mahesh Manjrekar,Govinda,Sonali Bendre,Rinke Khanna,4.121527777777778
Jis Desh Men Ganga Behti Hai,1960,167,"Drama, Musical, Romance",7.4,435,Radhu Karmakar,Raj Kapoor,Padmini,Pran,6.541353383458647
Jism,2003,136,"Drama, Romance, Thriller",5.2,2061,Amit Saxena,Bipasha Basu,John Abraham,Gulshan Grover,5.7974683544303796
Jism 2,2012,130,"Drama, Romance, Thriller",3.0,3290,Pooja Bhatt,Randeep Hooda,Arunoday Singh,Arif Zakaria,8.567708333333334
Jo Bole So Nihaal,2005,125,"Action, Comedy, Thriller",3.6,646,Rahul Rawail,Sunny Deol,Thomas Tevana,Gary Castro Churchwell,1.3402489626556016
Jo Dooba So Paar: It's Love in Bihar!,2011,90,"Comedy, Crime, Drama",5.7,71,Praveen Kumar,Anand Tiwari,Rajat Kapoor,Sita Spada,0.19887955182072828
Jo Jeeta Wohi Sikandar,1992,174,"Comedy, Drama, Romance",8.2,22147,Mansoor Khan,Aamir Khan,Ayesha Jhulka,Deepak Tijori,200.42533936651583
Jodhaa Akbar,2008,213,"Action, Drama, History",7.6,30717,Ashutosh Gowariker,Hrithik Roshan,Aishwarya Rai Bachchan,Sonu Sood,47.03981623277182
Jodi,1999,161,Romance,6.1,188,Praveenkanth,Manager Cheena,Sakthi Chidambaram,Isha Koppikar,0.46248462484624847
Jodi Breakers,2012,127,"Comedy, Musical, Romance",3.5,1116,Ashwini Chaudhary,Bipasha Basu,Helen,Pradeep Kharab,2.90625
Jodi No. 1,2001,140,"Comedy, Romance",5.8,2299,David Dhawan,Sanjay Dutt,Govinda,Twinkle Khanna,7.252365930599369
Jogan,1950,116,"Drama, Musical, Romance",7.4,80,Kidar Nath Sharma,Nargis,Dilip Kumar,Pratima Devi,2.6666666666666665
Joggers' Park,2003,133,"Comedy, Romance",6.2,353,Anant Balani,Victor Banerjee,Perizaad Zorabian,Divya Dutta,0.9929676511954993
Jogi the King,2005,172,"Action, Drama",7.3,266,Prem,Shivarajkumar,Neenasam Ashwath,Yana Gupta,0.5518672199170125
Johar in Bombay,1967,150,"Comedy, Drama, Fantasy",6.4,14,Shantilal Soni,I.S. Johar,Sonia Sahni,Rajendranath Malhotra,0.28
Johar in Kashmir,1966,122,"Action, Drama, Thriller",6.8,12,I.S. Johar,Mumtaz Begum,Rajan Haksar,I.S. Johar,0.2823529411764706
Johar Mehmood in Hong Kong,1971,134,Comedy,6.8,49,S.A. Akbar,I.S. Johar,Mehmood,Sonia Sahni,0.7538461538461538
Johar-Mehmood in Goa,1965,145,"Action, Adventure, Comedy",6.8,44,I.S. Johar,Mehmood,Simi Garewal,I.S. Johar,1.035294117647059
John Day,2013,138,"Action, Crime, Drama",5.6,831,Ahishor Solomon,Naseeruddin Shah,Randeep Hooda,Elena Kazan,1.4630281690140845
Johnny,1980,140,"Action, Crime, Drama",7.5,423,J. Mahendran,Rajinikanth,K. Balaji,Unni Mary,9.613636363636363
Johnny Gaddaar,2007,135,"Crime, Drama, Mystery",7.8,11795,Sriram Raghavan,Dharmendra,Rimi Sen,Ashwini Kalsekar,20.02546689303905
Johnny-Walker,1957,151,"Comedy, Romance",6.0,9,Madan,Daljit Ved,Shyama,Johnny Walker,0.3103448275862069
Johny I Love You,1982,171,"Action, Romance",4.9,36,Rakesh Kumar,Sanjay Dutt,Rati Agnihotri,Suresh Oberoi,0.5142857142857142
Johny Mera Naam,1970,159,"Action, Drama, Musical",7.3,760,Vijay Anand,Dev Anand,Hema Malini,Pran,14.615384615384615
Joker,2012,104,"Comedy, Family, Sci-Fi",2.4,5235,Shirish Kunder,Akshay Kumar,Sonakshi Sinha,Shreyas Talpade,13.6328125
Jolly LLB,2013,135,"Comedy, Drama",7.5,18466,Subhash Kapoor,Arshad Warsi,Amrita Rao,Boman Irani,32.51056338028169
Jolly LLB 2,2017,137,"Comedy, Drama",7.2,23030,Subhash Kapoor,Akshay Kumar,Huma Qureshi,Saurabh Shukla,168.1021897810219
Joru Ka Ghulam,2000,169,"Comedy, Drama, Romance",5.1,1038,Shakeel Noorani,Govinda,Twinkle Khanna,Kader Khan,3.6041666666666665
Josef - Born in Grace,2019,100,Drama,9.0,12,Susant Misra,Victor Banerjee,Subrat Dutta,Sudarshan Juyal,0.03896103896103896
Josh,2000,162,"Action, Drama, Musical",6.2,9667,Mansoor Khan,Dilip Mestry,Shah Rukh Khan,Aishwarya Rai Bachchan,33.56597222222222
Joshila,1973,137,"Drama, Thriller",6.2,104,Yash Chopra,Dev Anand,Hema Malini,Pran,1.2919254658385093
Joshilaay,1989,107,"Action, Drama, Western",5.7,265,Sibte Hassan Rizvi,Sunny Deol,Anil Kapoor,Sridevi,4.344262295081967
Journey Bombay to Goa: Laughter Unlimited,2007,138,"Action, Adventure, Comedy",4.6,376,Raj Pendurkar,Sunil Pal,Vijay Raaz,Raju Srivastava,0.6383701188455009
Joy: The Real Love Story,2007,127,"Drama, Romance, Thriller",2.1,1619,Prashant Chadha,Himesh Reshammiya,Hansika Motwani,Mallika Sherawat,2.7487266553480474
Juaari,1994,184,"Action, Drama",3.1,34,Jagdish A. Sharma,Dharmendra,Arman Kohli,Shilpa Shirodkar,0.1419624217118998
Juari,1968,155,Romance,6.6,21,Suraj Prakash,Shashi Kapoor,Nanda,Tanuja,0.47191011235955055
Judaai,1997,167,"Comedy, Drama, Romance",6.1,2249,Raj Kanwar,Anil Kapoor,Sridevi,Urmila Matondkar,10.46046511627907
Judaai,1980,149,"Family, Drama",5.9,70,Rama Rao Tatineni,Ashok Kumar,Jeetendra,Rekha,1.5909090909090908
Judge Mujrim,1997,137,"Action, Drama",3.9,66,Jagdish A. Sharma,Jeetendra,Sunil Shetty,Sujata Mehta,0.30697674418604654
Judgementall Hai Kya,2019,121,"Comedy, Drama, Mystery",5.9,5419,Prakash Kovelamudi,Kangana Ranaut,Rajkummar Rao,Amyra Dastur,17.594155844155843
Judwaa,1997,138,"Action, Comedy, Drama",6.1,5679,David Dhawan,Salman Khan,Karisma Kapoor,Rambha,26.413953488372094
Judwaa 2,2017,145,"Action, Comedy",3.6,9622,David Dhawan,Varun Dhawan,Jacqueline Fernandez,Taapsee Pannu,70.23357664233576
Jugni,2016,115,Drama,6.2,137,Shefali Bhushan,Anurita Jha,Sadhana Singh,Sugandha Garg,0.3399503722084367
Jugnu,1973,149,"Action, Drama, Thriller",6.5,182,Pramod Chakravorty,Dharmendra,Hema Malini,Pran,2.260869565217391
Julie,1975,145,"Family, Musical, Romance",6.1,261,K.S. Sethumadhavan,Lakshmi,Vikram Makandar,Nadira,4.660714285714286
Julie,2004,144,"Drama, Romance",4.0,404,Deepak S. Shivdasani,Neha Dhupia,Priyanshu Chatterjee,Yash Tonk,1.2023809523809523
Julie 2,2017,159,"Drama, Romance, Thriller",2.3,311,Deepak S. Shivdasani,Nishikant Kamat,Raai Laxmi,Rati Agnihotri,2.27007299270073
Junction Varanasi,2019,149,Drama,3.7,22,Dheeraj Pandit,Dev Sharma,Anjali Abrol,Dheeraj Pandit,0.07142857142857142
June,2021,93,Drama,9.4,18,Suhrud Godbole,Vaibhav Khisti,Nilesh Divekar,Jitendra Joshi,0.044009779951100246
Jung,1996,146,"Action, Crime, Drama",4.0,233,Rama Rao Tatineni,Mithun Chakraborty,Ajay Devgn,Rambha,1.1592039800995024
Jung,2000,147,"Action, Crime, Drama",4.2,364,Sanjay Gupta,Sanjay Dutt,Jackie Shroff,Aditya Pancholi,1.2638888888888888
Jung Baaz,1989,143,"Action, Crime",5.6,75,Mehul Kumar,Govinda,Danny Denzongpa,Prem Chopra,1.2295081967213115
Jungle,2000,146,"Action, Adventure, Romance",6.1,1102,Ram Gopal Varma,Sunil Shetty,Fardeen Khan,Urmila Matondkar,3.826388888888889
Jungle Love Story,1998,133,Romance,6.2,6,Dilip Gulati,Raza Murad,Amrit Pal,Raju Srivastava,0.02214022140221402
Junglee,1961,139,"Comedy, Drama, Musical",7.3,467,Subodh Mukherji,Shammi Kapoor,Saira Banu,Shashikala,11.119047619047619
Junglee,2019,115,"Action, Adventure, Thriller",5.6,1658,Chuck Russell,Vidyut Jammwal,Lars Kjeldsen,Asha Bhat,5.383116883116883
Junko,2017,78,Crime,3.1,8,Abhinav Thakur,Neelam Deysarkar,Aayush Thakur,Aarav Mavi,0.058394160583941604
Junoon,1979,141,Drama,7.6,503,Shyam Benegal,Shashi Kapoor,Nafisa Ali,Shabana Azmi,9.862745098039216
Junoon,1992,123,"Drama, Horror, Musical",5.6,531,Mahesh Bhatt,Rahul Roy,Pooja Bhatt,Avinash Wadhawan,4.8054298642533935
Junooniyat,2016,155,"Drama, Romance",4.2,708,Vivek Agnihotri,Pulkit Samrat,Yami Gautam,Gulshan Devaiah,1.7568238213399503
Jurm,1990,103,"Action, Crime, Romance",5.6,129,Mahesh Bhatt,Vinod Khanna,Meenakshi Sheshadri,Sangeeta Bijlani,1.5731707317073171
Jurm,2005,150,"Crime, Drama, Mystery",5.4,482,Vikram Bhatt,Kamal Adib,Bobby Deol,Lara Dutta,1.0
Jurmana,1979,139,"Drama, Romance",6.8,176,Hrishikesh Mukherjee,Rakhee Gulzar,Amitabh Bachchan,Shreeram Lagoo,3.450980392156863
Jurmana,1996,134,Action,5.4,31,T.L.V. Prasad,Mithun Chakraborty,Rambha,Ashwini Bhave,0.15422885572139303
Jurrat,1989,146,"Action, Crime",4.6,23,David Dhawan,Shatrughan Sinha,Kumar Gaurav,Amala Akkineni,0.3770491803278688
Just Like That,2019,109,Drama,7.9,30,Kislay,Trimala Adhikari,Harish Khanna,Mohini Sharma,0.09740259740259741
Just Married: Marriage Was Only the Beginning!,2007,135,"Comedy, Drama, Romance",5.3,495,Meghna Gulzar,Fardeen Khan,Esha Deol,Neelima Azim,0.8404074702886248
Justice Chaudhury,1983,156,"Drama, Action, Comedy",5.6,75,K. Raghavendra Rao,Jeetendra,Hema Malini,Sridevi,1.2096774193548387
Jwalamukhi,1980,162,"Action, Romance, Drama",5.8,28,Prakash Mehra,Waheeda Rehman,Shatrughan Sinha,Reena Roy,0.6363636363636364
Jwalamukhi,2000,135,"Action, Drama",4.2,29,Jagdish A. Sharma,Vijay Sharma,Abdul Rehman Sheikh,Arjun,0.10069444444444445
Jwar Bhata,1944,120,"Drama, Romance",7.6,34,Amiya Chakrabarty,Ruma Guha Thakurta,Aga Jaan,Vikram Kapoor,1.7
Jwlwi - The Seed,2019,90,Drama,8.0,24,Rajni Basumatary,Raj Agnihotri,Mondeep Basumatary,Rajni Basumatary,0.07792207792207792
Jyoti,1981,144,Drama,5.9,31,Pramod Chakravorty,Ajit,Birbal,Vijayendra Ghatge,0.5535714285714286
